_step,task_id,teacher_reward,on_mean_reward,on_n,gap
16,967,1.0,0.42857142857142855,7,0.5714285714285714
16,99,1.0,0.7142857142857143,7,0.2857142857142857
17,1075,1.0,0.2857142857142857,7,0.7142857142857143
17,1234,1.0,0.42857142857142855,7,0.5714285714285714
17,1728,1.0,0.2857142857142857,7,0.7142857142857143
17,2100,1.0,0.7142857142857143,7,0.2857142857142857
17,32,1.0,0.7142857142857143,7,0.2857142857142857
17,378,1.0,0.42857142857142855,7,0.5714285714285714
17,431,1.0,0.8571428571428571,7,0.1428571428571429
17,923,1.0,0.0,7,1.0
18,1279,,0.125,8,
18,1477,1.0,0.2857142857142857,7,0.7142857142857143
18,1508,1.0,0.0,7,1.0
18,1515,1.0,0.42857142857142855,7,0.5714285714285714
18,1807,1.0,0.2857142857142857,7,0.7142857142857143
18,28,1.0,0.2857142857142857,7,0.7142857142857143
18,562,1.0,1.0,7,0.0
18,738,1.0,0.14285714285714285,7,0.8571428571428572
19,1369,1.0,0.0,7,1.0
19,2202,1.0,0.2857142857142857,7,0.7142857142857143
19,2210,1.0,0.2857142857142857,7,0.7142857142857143
19,2214,1.0,0.5714285714285714,7,0.4285714285714286
19,2350,1.0,0.0,7,1.0
19,507,1.0,1.0,7,0.0
19,511,1.0,0.7142857142857143,7,0.2857142857142857
19,740,1.0,0.5714285714285714,7,0.4285714285714286
20,1020,1.0,0.14285714285714285,7,0.8571428571428572
20,1324,1.0,0.2857142857142857,7,0.7142857142857143
20,1792,1.0,0.7142857142857143,7,0.2857142857142857
20,1865,1.0,0.2857142857142857,7,0.7142857142857143
20,2054,1.0,0.14285714285714285,7,0.8571428571428572
20,2300,1.0,0.2857142857142857,7,0.7142857142857143
20,593,1.0,0.7142857142857143,7,0.2857142857142857
20,634,1.0,0.8571428571428571,7,0.1428571428571429
21,1224,1.0,0.42857142857142855,7,0.5714285714285714
21,1314,1.0,0.42857142857142855,7,0.5714285714285714
21,1416,1.0,0.14285714285714285,7,0.8571428571428572
21,18,1.0,0.0,7,1.0
21,2012,1.0,0.5714285714285714,7,0.4285714285714286
21,2313,1.0,0.42857142857142855,7,0.5714285714285714
21,441,1.0,0.7142857142857143,7,0.2857142857142857
21,868,1.0,0.5714285714285714,7,0.4285714285714286
22,1245,1.0,0.0,7,1.0
22,1563,1.0,0.14285714285714285,7,0.8571428571428572
22,1760,1.0,0.42857142857142855,7,0.5714285714285714
22,2215,1.0,0.5714285714285714,7,0.4285714285714286
22,2404,1.0,0.2857142857142857,7,0.7142857142857143
22,433,1.0,0.7142857142857143,7,0.2857142857142857
22,471,1.0,0.8571428571428571,7,0.1428571428571429
22,524,,0.25,8,
23,1635,1.0,0.0,7,1.0
23,1682,1.0,0.2857142857142857,7,0.7142857142857143
23,1808,1.0,0.0,7,1.0
23,1818,1.0,0.8571428571428571,7,0.1428571428571429
23,218,1.0,0.8571428571428571,7,0.1428571428571429
23,566,1.0,0.2857142857142857,7,0.7142857142857143
23,798,1.0,0.5714285714285714,7,0.4285714285714286
23,951,1.0,0.0,7,1.0
24,1270,1.0,0.42857142857142855,7,0.5714285714285714
24,1549,1.0,0.14285714285714285,7,0.8571428571428572
24,2093,1.0,0.2857142857142857,7,0.7142857142857143
24,2354,1.0,0.14285714285714285,7,0.8571428571428572
24,34,1.0,0.7142857142857143,7,0.2857142857142857
24,600,1.0,0.8571428571428571,7,0.1428571428571429
24,855,1.0,0.8571428571428571,7,0.1428571428571429
24,928,1.0,0.14285714285714285,7,0.8571428571428572
25,1005,1.0,0.42857142857142855,7,0.5714285714285714
25,1351,1.0,0.42857142857142855,7,0.5714285714285714
25,1583,1.0,0.14285714285714285,7,0.8571428571428572
25,1649,1.0,0.14285714285714285,7,0.8571428571428572
25,264,1.0,0.8571428571428571,7,0.1428571428571429
25,579,1.0,0.7142857142857143,7,0.2857142857142857
25,889,1.0,0.42857142857142855,7,0.5714285714285714
25,972,,0.0,8,
26,1197,1.0,0.5714285714285714,7,0.4285714285714286
26,1348,1.0,0.0,7,1.0
26,1832,1.0,0.7142857142857143,7,0.2857142857142857
26,2131,1.0,0.42857142857142855,7,0.5714285714285714
26,2138,,0.0,8,
26,2236,1.0,0.0,7,1.0
26,509,1.0,0.8571428571428571,7,0.1428571428571429
26,558,1.0,0.8571428571428571,7,0.1428571428571429
27,1026,1.0,0.7142857142857143,7,0.2857142857142857
27,1731,1.0,0.42857142857142855,7,0.5714285714285714
27,1928,1.0,0.42857142857142855,7,0.5714285714285714
27,304,1.0,1.0,7,0.0
27,681,1.0,1.0,7,0.0
27,697,1.0,0.8571428571428571,7,0.1428571428571429
27,920,1.0,0.0,7,1.0
27,993,1.0,0.2857142857142857,7,0.7142857142857143
28,142,1.0,0.5714285714285714,7,0.4285714285714286
28,1543,1.0,0.42857142857142855,7,0.5714285714285714
28,1640,1.0,0.42857142857142855,7,0.5714285714285714
28,1749,1.0,0.42857142857142855,7,0.5714285714285714
28,1934,1.0,0.8571428571428571,7,0.1428571428571429
28,1950,1.0,0.5714285714285714,7,0.4285714285714286
28,1987,1.0,0.5714285714285714,7,0.4285714285714286
28,2023,1.0,0.7142857142857143,7,0.2857142857142857
29,1784,1.0,0.42857142857142855,7,0.5714285714285714
29,1797,1.0,0.2857142857142857,7,0.7142857142857143
29,1825,1.0,0.7142857142857143,7,0.2857142857142857
29,2403,1.0,0.14285714285714285,7,0.8571428571428572
29,289,1.0,0.8571428571428571,7,0.1428571428571429
29,414,1.0,1.0,7,0.0
29,466,1.0,0.7142857142857143,7,0.2857142857142857
29,469,1.0,1.0,7,0.0
30,1073,1.0,0.2857142857142857,7,0.7142857142857143
30,1384,1.0,0.7142857142857143,7,0.2857142857142857
30,1598,1.0,0.2857142857142857,7,0.7142857142857143
30,270,1.0,1.0,7,0.0
30,291,1.0,1.0,7,0.0
30,373,1.0,0.8571428571428571,7,0.1428571428571429
30,638,1.0,0.14285714285714285,7,0.8571428571428572
30,694,1.0,0.8571428571428571,7,0.1428571428571429
31,1277,,0.125,8,
31,13,1.0,0.0,7,1.0
31,1643,1.0,0.2857142857142857,7,0.7142857142857143
31,1908,1.0,0.14285714285714285,7,0.8571428571428572
31,2019,1.0,0.2857142857142857,7,0.7142857142857143
31,2399,1.0,0.14285714285714285,7,0.8571428571428572
31,658,1.0,1.0,7,0.0
31,88,1.0,0.5714285714285714,7,0.4285714285714286
32,1127,1.0,0.7142857142857143,7,0.2857142857142857
32,1611,1.0,0.0,7,1.0
32,1822,1.0,0.5714285714285714,7,0.4285714285714286
32,1982,1.0,0.2857142857142857,7,0.7142857142857143
32,2286,1.0,0.14285714285714285,7,0.8571428571428572
32,700,1.0,0.7142857142857143,7,0.2857142857142857
32,93,1.0,0.8571428571428571,7,0.1428571428571429
32,998,1.0,0.0,7,1.0
33,1156,1.0,0.2857142857142857,7,0.7142857142857143
33,167,1.0,0.42857142857142855,7,0.5714285714285714
33,17,1.0,0.5714285714285714,7,0.4285714285714286
33,1933,1.0,0.14285714285714285,7,0.8571428571428572
33,249,1.0,0.2857142857142857,7,0.7142857142857143
33,281,1.0,1.0,7,0.0
33,288,1.0,1.0,7,0.0
33,786,1.0,0.7142857142857143,7,0.2857142857142857
34,1094,1.0,0.7142857142857143,7,0.2857142857142857
34,1340,1.0,0.14285714285714285,7,0.8571428571428572
34,1341,1.0,0.2857142857142857,7,0.7142857142857143
34,1891,1.0,0.7142857142857143,7,0.2857142857142857
34,2014,1.0,0.14285714285714285,7,0.8571428571428572
34,2152,1.0,0.42857142857142855,7,0.5714285714285714
34,51,1.0,0.5714285714285714,7,0.4285714285714286
34,870,1.0,0.5714285714285714,7,0.4285714285714286
35,1045,1.0,0.42857142857142855,7,0.5714285714285714
35,1268,1.0,0.14285714285714285,7,0.8571428571428572
35,2106,1.0,0.14285714285714285,7,0.8571428571428572
35,2397,1.0,0.14285714285714285,7,0.8571428571428572
35,458,1.0,1.0,7,0.0
35,538,1.0,0.7142857142857143,7,0.2857142857142857
35,624,1.0,0.7142857142857143,7,0.2857142857142857
35,792,1.0,0.8571428571428571,7,0.1428571428571429
36,1039,,0.125,8,
36,126,1.0,0.0,7,1.0
36,2381,1.0,0.5714285714285714,7,0.4285714285714286
36,412,1.0,1.0,7,0.0
36,413,1.0,1.0,7,0.0
36,585,1.0,0.2857142857142857,7,0.7142857142857143
36,595,1.0,0.8571428571428571,7,0.1428571428571429
36,86,1.0,0.5714285714285714,7,0.4285714285714286
37,1261,1.0,0.42857142857142855,7,0.5714285714285714
37,2371,1.0,0.42857142857142855,7,0.5714285714285714
37,2378,1.0,1.0,7,0.0
37,540,1.0,0.2857142857142857,7,0.7142857142857143
37,578,1.0,0.5714285714285714,7,0.4285714285714286
37,687,1.0,1.0,7,0.0
37,764,1.0,0.7142857142857143,7,0.2857142857142857
37,860,1.0,1.0,7,0.0
38,1134,,0.25,8,
38,1603,1.0,0.5714285714285714,7,0.4285714285714286
38,1836,1.0,0.7142857142857143,7,0.2857142857142857
38,2107,1.0,0.0,7,1.0
38,303,1.0,1.0,7,0.0
38,396,1.0,0.5714285714285714,7,0.4285714285714286
38,403,1.0,0.7142857142857143,7,0.2857142857142857
38,478,1.0,0.2857142857142857,7,0.7142857142857143
39,1009,1.0,0.42857142857142855,7,0.5714285714285714
39,1522,1.0,0.2857142857142857,7,0.7142857142857143
39,1566,1.0,0.14285714285714285,7,0.8571428571428572
39,1648,1.0,0.7142857142857143,7,0.2857142857142857
39,645,1.0,0.8571428571428571,7,0.1428571428571429
39,65,1.0,0.7142857142857143,7,0.2857142857142857
39,66,1.0,0.5714285714285714,7,0.4285714285714286
39,924,,0.0,8,
40,1027,1.0,0.8571428571428571,7,0.1428571428571429
40,1305,1.0,0.2857142857142857,7,0.7142857142857143
40,2029,1.0,0.42857142857142855,7,0.5714285714285714
40,2046,1.0,0.42857142857142855,7,0.5714285714285714
40,2274,1.0,0.2857142857142857,7,0.7142857142857143
40,474,1.0,0.8571428571428571,7,0.1428571428571429
40,581,1.0,0.8571428571428571,7,0.1428571428571429
40,61,1.0,0.8571428571428571,7,0.1428571428571429
41,1547,1.0,0.14285714285714285,7,0.8571428571428572
41,1951,1.0,0.8571428571428571,7,0.1428571428571429
41,1959,1.0,1.0,7,0.0
41,1983,1.0,0.7142857142857143,7,0.2857142857142857
41,2276,1.0,0.14285714285714285,7,0.8571428571428572
41,2352,1.0,0.14285714285714285,7,0.8571428571428572
41,409,1.0,0.7142857142857143,7,0.2857142857142857
41,863,1.0,0.8571428571428571,7,0.1428571428571429
42,1047,1.0,0.5714285714285714,7,0.4285714285714286
42,1154,1.0,0.14285714285714285,7,0.8571428571428572
42,1567,1.0,0.7142857142857143,7,0.2857142857142857
42,16,1.0,0.7142857142857143,7,0.2857142857142857
42,2244,1.0,0.5714285714285714,7,0.4285714285714286
42,372,1.0,0.7142857142857143,7,0.2857142857142857
42,40,1.0,0.2857142857142857,7,0.7142857142857143
42,970,,0.25,8,
43,144,1.0,0.42857142857142855,7,0.5714285714285714
43,151,1.0,0.7142857142857143,7,0.2857142857142857
43,1761,1.0,0.14285714285714285,7,0.8571428571428572
43,1846,1.0,0.8571428571428571,7,0.1428571428571429
43,2333,1.0,0.2857142857142857,7,0.7142857142857143
43,844,1.0,1.0,7,0.0
43,872,1.0,0.8571428571428571,7,0.1428571428571429
43,978,1.0,0.5714285714285714,7,0.4285714285714286
44,1035,1.0,0.5714285714285714,7,0.4285714285714286
44,1113,1.0,0.8571428571428571,7,0.1428571428571429
44,1140,1.0,0.2857142857142857,7,0.7142857142857143
44,1802,1.0,0.42857142857142855,7,0.5714285714285714
44,1829,1.0,0.8571428571428571,7,0.1428571428571429
44,2255,1.0,0.5714285714285714,7,0.4285714285714286
44,921,1.0,0.2857142857142857,7,0.7142857142857143
44,987,1.0,0.8571428571428571,7,0.1428571428571429
45,1170,1.0,0.42857142857142855,7,0.5714285714285714
45,123,1.0,1.0,7,0.0
45,1616,1.0,0.2857142857142857,7,0.7142857142857143
45,1863,1.0,0.7142857142857143,7,0.2857142857142857
45,2157,1.0,0.8571428571428571,7,0.1428571428571429
45,2265,1.0,0.7142857142857143,7,0.2857142857142857
45,490,1.0,1.0,7,0.0
45,682,1.0,0.5714285714285714,7,0.4285714285714286
46,1016,1.0,0.42857142857142855,7,0.5714285714285714
46,148,1.0,0.42857142857142855,7,0.5714285714285714
46,1502,1.0,0.8571428571428571,7,0.1428571428571429
46,1897,1.0,0.7142857142857143,7,0.2857142857142857
46,2033,1.0,0.14285714285714285,7,0.8571428571428572
46,2410,1.0,0.5714285714285714,7,0.4285714285714286
46,309,1.0,1.0,7,0.0
46,960,1.0,0.2857142857142857,7,0.7142857142857143
47,115,1.0,0.5714285714285714,7,0.4285714285714286
47,1315,1.0,0.7142857142857143,7,0.2857142857142857
47,1591,1.0,0.14285714285714285,7,0.8571428571428572
47,1708,1.0,0.7142857142857143,7,0.2857142857142857
47,2176,1.0,0.2857142857142857,7,0.7142857142857143
47,295,1.0,1.0,7,0.0
47,410,1.0,1.0,7,0.0
47,896,1.0,0.42857142857142855,7,0.5714285714285714
48,1366,1.0,0.42857142857142855,7,0.5714285714285714
48,1819,1.0,0.2857142857142857,7,0.7142857142857143
48,1899,1.0,0.5714285714285714,7,0.4285714285714286
48,1977,1.0,0.8571428571428571,7,0.1428571428571429
48,213,1.0,1.0,7,0.0
48,2160,1.0,0.5714285714285714,7,0.4285714285714286
48,2326,1.0,0.2857142857142857,7,0.7142857142857143
48,746,1.0,0.8571428571428571,7,0.1428571428571429
49,157,1.0,0.8571428571428571,7,0.1428571428571429
49,1733,1.0,0.2857142857142857,7,0.7142857142857143
49,1754,1.0,0.42857142857142855,7,0.5714285714285714
49,1757,1.0,0.5714285714285714,7,0.4285714285714286
49,2395,1.0,0.2857142857142857,7,0.7142857142857143
49,755,1.0,0.8571428571428571,7,0.1428571428571429
49,873,1.0,0.8571428571428571,7,0.1428571428571429
49,962,,0.25,8,
50,120,1.0,0.8571428571428571,7,0.1428571428571429
50,212,1.0,1.0,7,0.0
50,233,1.0,1.0,7,0.0
50,334,1.0,0.5714285714285714,7,0.4285714285714286
50,704,1.0,0.8571428571428571,7,0.1428571428571429
50,741,1.0,0.8571428571428571,7,0.1428571428571429
50,824,1.0,0.7142857142857143,7,0.2857142857142857
50,915,1.0,0.7142857142857143,7,0.2857142857142857
51,1654,1.0,0.42857142857142855,7,0.5714285714285714
51,1782,1.0,0.5714285714285714,7,0.4285714285714286
51,1885,1.0,0.2857142857142857,7,0.7142857142857143
51,2044,1.0,0.5714285714285714,7,0.4285714285714286
51,456,1.0,1.0,7,0.0
51,530,1.0,0.7142857142857143,7,0.2857142857142857
51,591,1.0,0.7142857142857143,7,0.2857142857142857
51,810,1.0,0.42857142857142855,7,0.5714285714285714
52,1037,1.0,0.2857142857142857,7,0.7142857142857143
52,1272,1.0,1.0,7,0.0
52,1535,1.0,0.42857142857142855,7,0.5714285714285714
52,1910,1.0,0.5714285714285714,7,0.4285714285714286
52,2359,1.0,0.7142857142857143,7,0.2857142857142857
52,534,1.0,0.2857142857142857,7,0.7142857142857143
52,649,1.0,1.0,7,0.0
52,875,1.0,0.8571428571428571,7,0.1428571428571429
53,1452,1.0,0.7142857142857143,7,0.2857142857142857
53,1579,1.0,0.5714285714285714,7,0.4285714285714286
53,2213,1.0,0.5714285714285714,7,0.4285714285714286
53,2337,1.0,0.0,7,1.0
53,426,1.0,0.8571428571428571,7,0.1428571428571429
53,568,1.0,0.8571428571428571,7,0.1428571428571429
53,828,1.0,1.0,7,0.0
53,845,1.0,1.0,7,0.0
54,1157,1.0,0.5714285714285714,7,0.4285714285714286
54,1339,1.0,0.7142857142857143,7,0.2857142857142857
54,1852,1.0,0.5714285714285714,7,0.4285714285714286
54,326,1.0,0.8571428571428571,7,0.1428571428571429
54,482,1.0,0.7142857142857143,7,0.2857142857142857
54,672,1.0,0.7142857142857143,7,0.2857142857142857
54,771,1.0,0.8571428571428571,7,0.1428571428571429
54,997,1.0,0.5714285714285714,7,0.4285714285714286
55,1166,1.0,0.0,7,1.0
55,1462,1.0,0.5714285714285714,7,0.4285714285714286
55,1918,1.0,0.5714285714285714,7,0.4285714285714286
55,2166,1.0,0.0,7,1.0
55,2217,1.0,0.0,7,1.0
55,646,1.0,1.0,7,0.0
55,678,1.0,1.0,7,0.0
55,680,1.0,0.8571428571428571,7,0.1428571428571429
56,1110,1.0,0.2857142857142857,7,0.7142857142857143
56,1239,1.0,0.14285714285714285,7,0.8571428571428572
56,1415,1.0,0.2857142857142857,7,0.7142857142857143
56,1557,1.0,0.2857142857142857,7,0.7142857142857143
56,2369,1.0,0.42857142857142855,7,0.5714285714285714
56,26,1.0,0.2857142857142857,7,0.7142857142857143
56,555,1.0,0.7142857142857143,7,0.2857142857142857
56,572,1.0,1.0,7,0.0
57,106,1.0,0.8571428571428571,7,0.1428571428571429
57,1171,1.0,0.7142857142857143,7,0.2857142857142857
57,1536,1.0,0.7142857142857143,7,0.2857142857142857
57,1716,1.0,0.8571428571428571,7,0.1428571428571429
57,1935,1.0,0.8571428571428571,7,0.1428571428571429
57,430,1.0,1.0,7,0.0
57,544,1.0,0.8571428571428571,7,0.1428571428571429
57,77,1.0,1.0,7,0.0
58,1024,1.0,0.7142857142857143,7,0.2857142857142857
58,1360,1.0,0.5714285714285714,7,0.4285714285714286
58,1548,1.0,0.42857142857142855,7,0.5714285714285714
58,1828,1.0,0.7142857142857143,7,0.2857142857142857
58,191,1.0,0.7142857142857143,7,0.2857142857142857
58,2084,1.0,0.7142857142857143,7,0.2857142857142857
58,243,1.0,0.7142857142857143,7,0.2857142857142857
58,932,,0.125,8,
59,1083,1.0,0.2857142857142857,7,0.7142857142857143
59,1114,1.0,0.5714285714285714,7,0.4285714285714286
59,1142,1.0,0.7142857142857143,7,0.2857142857142857
59,1320,1.0,0.5714285714285714,7,0.4285714285714286
59,1481,1.0,0.42857142857142855,7,0.5714285714285714
59,1559,1.0,0.0,7,1.0
59,1820,1.0,0.8571428571428571,7,0.1428571428571429
59,941,1.0,0.5714285714285714,7,0.4285714285714286
60,108,1.0,0.7142857142857143,7,0.2857142857142857
60,1194,1.0,0.7142857142857143,7,0.2857142857142857
60,1238,1.0,0.0,7,1.0
60,1902,1.0,0.5714285714285714,7,0.4285714285714286
60,1906,,0.375,8,
60,2205,1.0,0.14285714285714285,7,0.8571428571428572
60,421,1.0,0.7142857142857143,7,0.2857142857142857
60,750,1.0,0.8571428571428571,7,0.1428571428571429
61,1187,1.0,0.14285714285714285,7,0.8571428571428572
61,1387,1.0,0.7142857142857143,7,0.2857142857142857
61,2082,1.0,0.14285714285714285,7,0.8571428571428572
61,2204,1.0,0.42857142857142855,7,0.5714285714285714
61,2362,1.0,0.0,7,1.0
61,2400,1.0,0.14285714285714285,7,0.8571428571428572
61,341,1.0,1.0,7,0.0
61,580,1.0,0.5714285714285714,7,0.4285714285714286
62,1018,1.0,0.5714285714285714,7,0.4285714285714286
62,1539,1.0,0.5714285714285714,7,0.4285714285714286
62,2099,1.0,0.5714285714285714,7,0.4285714285714286
62,2186,1.0,0.42857142857142855,7,0.5714285714285714
62,2233,1.0,0.0,7,1.0
62,226,1.0,1.0,7,0.0
62,2374,1.0,0.5714285714285714,7,0.4285714285714286
62,2401,1.0,0.14285714285714285,7,0.8571428571428572
63,124,1.0,0.8571428571428571,7,0.1428571428571429
63,1397,1.0,0.8571428571428571,7,0.1428571428571429
63,1665,1.0,0.42857142857142855,7,0.5714285714285714
63,1694,1.0,0.8571428571428571,7,0.1428571428571429
63,1986,1.0,0.7142857142857143,7,0.2857142857142857
63,1993,1.0,0.7142857142857143,7,0.2857142857142857
63,292,1.0,0.8571428571428571,7,0.1428571428571429
63,670,1.0,0.8571428571428571,7,0.1428571428571429
64,1175,1.0,0.14285714285714285,7,0.8571428571428572
64,1228,1.0,0.42857142857142855,7,0.5714285714285714
64,1433,1.0,0.7142857142857143,7,0.2857142857142857
64,205,1.0,1.0,7,0.0
64,2317,1.0,0.5714285714285714,7,0.4285714285714286
64,342,1.0,1.0,7,0.0
64,748,1.0,1.0,7,0.0
64,835,1.0,0.7142857142857143,7,0.2857142857142857
65,1465,1.0,0.8571428571428571,7,0.1428571428571429
65,1948,1.0,0.8571428571428571,7,0.1428571428571429
65,2179,1.0,0.14285714285714285,7,0.8571428571428572
65,2308,1.0,0.42857142857142855,7,0.5714285714285714
65,2315,1.0,0.2857142857142857,7,0.7142857142857143
65,350,1.0,0.8571428571428571,7,0.1428571428571429
65,816,1.0,0.8571428571428571,7,0.1428571428571429
65,837,1.0,0.7142857142857143,7,0.2857142857142857
66,1282,1.0,0.8571428571428571,7,0.1428571428571429
66,1562,1.0,0.5714285714285714,7,0.4285714285714286
66,1639,1.0,0.2857142857142857,7,0.7142857142857143
66,166,1.0,0.0,7,1.0
66,1762,1.0,0.2857142857142857,7,0.7142857142857143
66,2325,1.0,0.5714285714285714,7,0.4285714285714286
66,427,1.0,1.0,7,0.0
66,931,1.0,0.42857142857142855,7,0.5714285714285714
67,1139,1.0,0.14285714285714285,7,0.8571428571428572
67,162,1.0,1.0,7,0.0
67,1823,1.0,0.8571428571428571,7,0.1428571428571429
67,2085,1.0,0.7142857142857143,7,0.2857142857142857
67,2092,1.0,0.42857142857142855,7,0.5714285714285714
